ETITLE:      TS           BOND          ANGLE          DIHED          IMPRP               ELECT            VDW       BOUNDARY           MISC        KINETIC               TOTAL           TEMP      POTENTIAL         TOTAL3        TEMPAVG            PRESSURE      GPRESSURE         VOLUME       PRESSAVG      GPRESSAVG
ENERGY:      33       287.5113       156.2077         0.0000         0.0000          -5468.1258      1505.7658         0.0000         0.0000         0.0000          -3518.6409         0.0000     -3518.6409     -3518.6409         0.0000          14491.6742      3864.5456     23823.1240     14491.6742      3864.5456
ENERGY:      34       228.4140       147.5645         0.0000         0.0000          -5436.2279      1521.8777         0.0000         0.0000         0.0000          -3538.3717         0.0000     -3538.3717     -3538.3717         0.0000          15177.6056      4313.3619     23823.1240     15177.6056      4313.3619
ENERGY:      35       233.5654       148.3353         0.0000         0.0000          -5439.4248      1519.3203         0.0000         0.0000         0.0000          -3538.2038         0.0000     -3538.2038     -3538.2038         0.0000          15101.2836      4255.6979     23823.1240     15101.2836      4255.6979
ENERGY:      36       228.9212       147.6407         0.0000         0.0000          -5436.5473      1521.6134         0.0000         0.0000         0.0000          -3538.3719         0.0000     -3538.3719     -3538.3719         0.0000          15169.9103      4307.4835     23823.1240     15169.9103      4307.4835
ENERGY:      37       218.2753       151.1276         0.0000         0.0000          -5465.8872      1418.3025         0.0000         0.0000         0.0000          -3678.1818         0.0000     -3678.1818     -3678.1818         0.0000          13707.4116      2648.4021     23823.1240     13707.4116      2648.4021
ENERGY:      38       212.1578       155.9795         0.0000         0.0000          -5495.3947      1351.3162         0.0000         0.0000         0.0000          -3775.9412         0.0000     -3775.9412     -3775.9412         0.0000          12630.8102      1465.0504     23823.1240     12630.8102      1465.0504
ENERGY:      39       205.3909       153.3698         0.0000         0.0000          -5501.3162      1334.3004         0.0000         0.0000         0.0000          -3808.2552         0.0000     -3808.2552     -3808.2552         0.0000          12590.5259      1116.2576     23823.1240     12590.5259      1116.2576
ENERGY:      40       200.9303       151.0271         0.0000         0.0000          -5507.2403      1324.4490         0.0000         0.0000         0.0000          -3830.8339         0.0000     -3830.8339     -3830.8339         0.0000          12625.9595       872.3524     23823.1240     12625.9595       872.3524
ENERGY:      41       198.7331       148.9581         0.0000         0.0000          -5513.1302      1323.2282         0.0000         0.0000         0.0000          -3842.2108         0.0000     -3842.2108     -3842.2108         0.0000          12754.1027       725.4290     23823.1240     12754.1027       725.4290
ENERGY:      42       198.7559       147.1702         0.0000         0.0000          -5518.9463      1333.4038         0.0000         0.0000         0.0000          -3839.6164         0.0000     -3839.6164     -3839.6164         0.0000          13007.3444       719.6584     23823.1240     13007.3444       719.6584
ENERGY:      43       198.4978       148.3391         0.0000         0.0000          -5515.0523      1325.1370         0.0000         0.0000         0.0000          -3843.0784         0.0000     -3843.0784     -3843.0784         0.0000          12821.4377       705.8856     23823.1240     12821.4377       705.8856
ENERGY:      44       198.4791       148.2164         0.0000         0.0000          -5515.4440      1325.6884         0.0000         0.0000         0.0000          -3843.0601         0.0000     -3843.0601     -3843.0601         0.0000          12836.9600       703.8737     23823.1240     12836.9600       703.8737
ENERGY:      45       198.4926       148.3107         0.0000         0.0000          -5515.1423      1325.2590         0.0000         0.0000         0.0000          -3843.0799         0.0000     -3843.0799     -3843.0799         0.0000          12824.9622       705.3647     23823.1240     12824.9622       705.3647
ENERGY:      46       197.4851       147.7845         0.0000         0.0000          -5535.9007      1318.4114         0.0000         0.0000         0.0000          -3872.2197         0.0000     -3872.2197     -3872.2197         0.0000          12590.4564       415.4226     23823.1240     12590.4564       415.4226
ENERGY:      47       198.5912       147.7196         0.0000         0.0000          -5556.5432      1322.4207         0.0000         0.0000         0.0000          -3887.8116         0.0000     -3887.8116     -3887.8116         0.0000          12458.1839       257.9326     23823.1240     12458.1839       257.9326
ENERGY:      48       201.8566       148.1263         0.0000         0.0000          -5577.0634      1339.3926         0.0000         0.0000         0.0000          -3887.6878         0.0000     -3887.6878     -3887.6878         0.0000          12452.5022       257.3719     23823.1240     12452.5022       257.3719
ENERGY:      49       199.9265       147.8604         0.0000         0.0000          -5566.6650      1329.0141         0.0000         0.0000         0.0000          -3889.8640         0.0000     -3889.8640     -3889.8640         0.0000          12437.8889       236.3532     23823.1240     12437.8889       236.3532
ENERGY:      50       200.0941       147.8814         0.0000         0.0000          -5567.7059      1329.8832         0.0000         0.0000         0.0000          -3889.8472         0.0000     -3889.8472     -3889.8472         0.0000          12437.6878       245.3231     23823.1240     12437.6878       245.3231
